Event,Distance,Sex,Ranking,Time 1,Miliseconds,Relay,When,Swimmer,id2,Swimmer nationality,Continent nationality,Date,Meet,Meet location
4 x 100 m medley relay,400,Female,42,03:52.20,232019,01:04.1,Final,Chen Huijia,Chen_Huijia,China,Asia,"Saturday, August 1, 2009",World Championships,"Rome, Italy"
4 x 100 m medley relay,400,Female,42,03:52.20,232019,56.28,Final,Jiao Liuyang,Jiao_Liuyang,China,Asia,"Saturday, August 1, 2009",World Championships,"Rome, Italy"
4 x 100 m medley relay,400,Female,42,03:52.20,232019,52.81,Final,Li Zhesi,Li_Zhesi,China,Asia,"Saturday, August 1, 2009",World Championships,"Rome, Italy"
400 m individual medley,400,Female,35,04:28.40,268043,,,Ye Shiwen,Ye_Shiwen,China,Asia,"Saturday, July 28, 2012",,"London, United Kingdom"
4 x 100 m medley relay,400,Female,43,03:52.00,232005,58.5,Final,Missy Franklin,Missy_Franklin,United States,America,"Saturday, August 4, 2012",Olympic Games,"London, United Kingdom"
4 x 100 m medley relay,400,Female,43,03:52.00,232005,01:04.8,Final,Rebecca Soni,Rebecca_Soni,United States,America,"Saturday, August 4, 2012",Olympic Games,"London, United Kingdom"
4 x 100 m medley relay,400,Female,43,03:52.00,232005,59.33,Final,Dana Vollmer,Dana_Vollmer,United States,America,"Saturday, August 4, 2012",Olympic Games,"London, United Kingdom"
4 x 100 m medley relay,400,Female,43,03:52.00,232005,59.33,Final,Allison Schmitt,Allison_Schmitt,United States,America,"Saturday, August 4, 2012",Olympic Games,"London, United Kingdom"
4 x 100 m freestyle relay,400,Female,45,03:31.00,210098,53.15,,Bronte Campbell,Bronte_Campbell,Australia,Oceania,"Thursday, July 24, 2014",,"Glasgow, Scotland"
4 x 100 m freestyle relay,400,Female,45,03:31.00,210098,52.76,,Melanie Schlanger,Melanie_Schlanger,Australia,Oceania,"Thursday, July 24, 2014",,"Glasgow, Scotland"
4 x 100 m freestyle relay,400,Female,45,03:31.00,210098,52.91,,Emma McKeon,Emma_McKeon,Australia,Oceania,"Thursday, July 24, 2014",,"Glasgow, Scotland"
4 x 100 m freestyle relay,400,Female,45,03:31.00,210098,52.16,,Cate Campbell,Cate_Campbell,Australia,Oceania,"Thursday, July 24, 2014",,"Glasgow, Scotland"
400 m freestyle,400,Female,55,03:58.90,238086,,,Katie Ledecky,Katie_Ledecky,United States,America,"Saturday, August 9, 2014",USA Championships,"Irvine, United States"
400 m freestyle,400,Female,56,03:58.40,238037,,,Katie Ledecky,Katie_Ledecky,United States,America,"Saturday, August 23, 2014",Pan Pacific Championships,"Gold Coast, Australia"
400 m individual medley,400,Female,36,04:26.40,266036,,,Katinka Hosszú,Katinka_Hosszú,Hungary,Europe,"Saturday, August 6, 2016",,"Rio de Janeiro, Brazil"
4 x 100 m freestyle relay,400,Female,46,03:30.70,210065,53.41,,Emma McKeon,Emma_McKeon,Australia,Oceania,"Saturday, August 6, 2016",,"Rio de Janeiro, Brazil"
4 x 100 m freestyle relay,400,Female,46,03:30.70,210065,53.12,,Brittany Elmslie,Brittany_Elmslie,Australia,Oceania,"Saturday, August 6, 2016",,"Rio de Janeiro, Brazil"
4 x 100 m freestyle relay,400,Female,46,03:30.70,210065,52.15,,Bronte Campbell,Bronte_Campbell,Australia,Oceania,"Saturday, August 6, 2016",,"Rio de Janeiro, Brazil"
4 x 100 m freestyle relay,400,Female,46,03:30.70,210065,51.97,,Cate Campbell,Cate_Campbell,Australia,Oceania,"Saturday, August 6, 2016",,"Rio de Janeiro, Brazil"
400 m freestyle,400,Female,57,03:56.50,236046,,,Katie Ledecky,Katie_Ledecky,United States,America,"Sunday, August 7, 2016",Olympic Games,"Rio de Janeiro, Brazil"
400 m freestyle,400,Male,1,05:36.80,336008,,Final,Henry Taylor,Henry_Taylor,United Kingdom,Europe,"Thursday, July 16, 1908",1908 Summer Olympics,"London, United Kingdom"
400 m freestyle,400,Male,2,05:35.80,335008,,Final,Sydney Battersby,Sydney_Battersby,United Kingdom,Europe,"Thursday, September 21, 1911",-,"London, United Kingdom"
400 m freestyle,400,Male,3,05:29.00,329000,,Final,Alajos Kenyery,Alajos_Kenyery,Hungary,Europe,"Sunday, April 21, 1912",-,"Magdeburg, Germany"
400 m freestyle,400,Male,4,05:28.40,328004,,Final,Béla Las-Torres,Béla_Las-Torres,Hungary,Europe,"Wednesday, June 5, 1912",-,"Budapest, Hungary"
400 m freestyle,400,Male,5,05:24.40,324004,,Final,George Hodgson,George_Hodgson,Canada,America,"Sunday, July 14, 1912",1912 Summer Olympics,"Stockholm, Sweden"
400 m freestyle,400,Male,6,05:21.60,321006,,Final,Jack Hatfield,Jack_Hatfield,United Kingdom,Europe,"Thursday, September 26, 1912",-,"London, United Kingdom"
400 m freestyle,400,Male,7,05:14.60,314006,,Final,Norman Ross,Norman_Ross,United States,America,"Thursday, October 9, 1919",-,"Los Angeles, USA"
400 m freestyle,400,Male,8,05:14.40,314004,,Final,Norman Ross,Norman_Ross,United States,America,"Sunday, September 25, 1921",-,"Brighton Beach, USA"
400 m freestyle,400,Male,9,05:11.80,311008,,Final,Arne Borg,Arne_Borg,Sweden,Europe,"Sunday, April 9, 1922",-,"Stockholm, Sweden"
400 m freestyle,400,Male,10,05:06.60,306006,,Final,Johnny Weissmuller,Johnny_Weissmuller,United States,America,"Thursday, June 22, 1922",-,"Honolulu, USA"
400 m freestyle,400,Male,11,04:57.00,297000,,Final,Johnny Weissmuller,Johnny_Weissmuller,United States,America,"Tuesday, March 6, 1923",-,"New Haven, USA"
400 m freestyle,400,Male,12,04:54.70,294007,,Final,Arne Borg,Arne_Borg,Sweden,Europe,"Tuesday, December 9, 1924",-,"Stockholm, Sweden"
400 m freestyle,400,Male,13,04:50.30,290003,,Final,Arne Borg,Arne_Borg,Sweden,Europe,"Friday, September 11, 1925",-,"Stockholm, Sweden"
400 m freestyle,400,Male,14,04:47.00,287000,,Final,Jean Taris,Jean_Taris,France,Europe,"Thursday, April 16, 1931",-,"Paris, France"
400 m freestyle,400,Male,15,04:46.40,286004,,Final,Shozo Makino,Shozo_Makino,Japan,Asia,"Monday, August 14, 1933",-,"Tokyo, Japan"
400 m freestyle,400,Male,16,04:38.70,278007,,Final,Jack Medica,Jack_Medica,United States,America,"Thursday, August 30, 1934",-,"Honolulu, USA"
4 x 100 m freestyle relay,400,Male,1,04:10.20,250002,,Final,Zoltán Kiss,Zoltán_Kiss,Hungary,Europe,"Saturday, June 26, 1937",-,"Budapest, Hungary"
4 x 100 m freestyle relay,400,Male,1,04:10.20,250002,,Final,Gyula Dienes,Gyula_Dienes,Hungary,Europe,"Saturday, June 26, 1937",-,"Budapest, Hungary"
4 x 100 m freestyle relay,400,Male,1,04:10.20,250002,,Final,Árpád Lengyel,Árpád_Lengyel,Hungary,Europe,"Saturday, June 26, 1937",-,"Budapest, Hungary"
4 x 100 m freestyle relay,400,Male,1,04:10.20,250002,,Final,Ferenc Csik,Ferenc_Csik,Hungary,Europe,"Saturday, June 26, 1937",-,"Budapest, Hungary"
4 x 100 m freestyle relay,400,Male,2,04:06.60,246006,,Final,Gyula Zolyomi,Gyula_Zolyomi,Hungary,Europe,"Sunday, August 15, 1937",-,"Budapest, Hungary"
4 x 100 m freestyle relay,400,Male,2,04:06.60,246006,,Final,Istvan Korosi,Istvan_Korosi,Hungary,Europe,"Sunday, August 15, 1937",-,"Budapest, Hungary"
4 x 100 m freestyle relay,400,Male,2,04:06.60,246006,,Final,Ödön Grófe,Ödön_Grófe,Hungary,Europe,"Sunday, August 15, 1937",-,"Budapest, Hungary"
4 x 100 m freestyle relay,400,Male,2,04:06.60,246006,,Final,Ferenc Csik,Ferenc_Csik,Hungary,Europe,"Sunday, August 15, 1937",-,"Budapest, Hungary"
4 x 100 m freestyle relay,400,Male,3,04:03.60,243006,,Final,Hermann Heibel,Hermann_Heibel,Germany,Europe,"Saturday, March 5, 1938",-,"Bremen, Germany"
4 x 100 m freestyle relay,400,Male,3,04:03.60,243006,,Final,Hans Freese,Hans_Freese,Germany,Europe,"Saturday, March 5, 1938",-,"Bremen, Germany"
4 x 100 m freestyle relay,400,Male,3,04:03.60,243006,,Final,Edward Askamp,Edward_Askamp,Germany,Europe,"Saturday, March 5, 1938",-,"Bremen, Germany"
4 x 100 m freestyle relay,400,Male,3,04:03.60,243006,,Final,Helmuth Fischer,Helmuth_Fischer,Germany,Europe,"Saturday, March 5, 1938",-,"Bremen, Germany"
4 x 100 m freestyle relay,400,Male,4,04:02.40,242004,,Final,Otto Wille,Otto_Wille,Germany,Europe,"Friday, April 1, 1938",-,"Copenhagen, Denmark"
4 x 100 m freestyle relay,400,Male,4,04:02.40,242004,,Final,Werner Birr,Werner_Birr,Germany,Europe,"Friday, April 1, 1938",-,"Copenhagen, Denmark"
4 x 100 m freestyle relay,400,Male,4,04:02.40,242004,,Final,Werner Plath,Werner_Plath,Germany,Europe,"Friday, April 1, 1938",-,"Copenhagen, Denmark"
4 x 100 m freestyle relay,400,Male,4,04:02.40,242004,,Final,Kurt von Eckenbrecher,Kurt_von_Eckenbrecher,Germany,Europe,"Friday, April 1, 1938",-,"Copenhagen, Denmark"
4 x 100 m freestyle relay,400,Male,5,04:02.00,242000,,Final,Gyula Zolyomi,Gyula_Zolyomi,Hungary,Europe,"Thursday, July 14, 1938",-,"Budapest, Hungary"
4 x 100 m freestyle relay,400,Male,5,04:02.00,242000,,Final,Ferenc Csik,Ferenc_Csik,Hungary,Europe,"Thursday, July 14, 1938",-,"Budapest, Hungary"
4 x 100 m freestyle relay,400,Male,5,04:02.00,242000,,Final,Istvan Korosi,Istvan_Korosi,Hungary,Europe,"Thursday, July 14, 1938",-,"Budapest, Hungary"
4 x 100 m freestyle relay,400,Male,5,04:02.00,242000,,Final,Ödön Gróf,Ödön_Gróf,Hungary,Europe,"Thursday, July 14, 1938",-,"Budapest, Hungary"
4 x 100 m freestyle relay,400,Male,6,03:59.20,239002,,Final,Takashi Hirose,Takashi_Hirose,United States,America,"Saturday, August 20, 1938",-,"Berlin, Germany"
4 x 100 m freestyle relay,400,Male,6,03:59.20,239002,,Final,Otto Jaretz,Otto_Jaretz,United States,America,"Saturday, August 20, 1938",-,"Berlin, Germany"
4 x 100 m freestyle relay,400,Male,6,03:59.20,239002,,Final,Paul Wolf,Paul_Wolf,United States,America,"Saturday, August 20, 1938",-,"Berlin, Germany"
4 x 100 m freestyle relay,400,Male,6,03:59.20,239002,,Final,Peter Fick,Peter_Fick,United States,America,"Saturday, August 20, 1938",-,"Berlin, Germany"
4 x 100 m freestyle relay,400,Male,7,03:54.40,234004,,Final,Willis Sanburn,Willis_Sanburn,United States,America,"Friday, March 8, 1940",-,"New Haven, CT, United States"
4 x 100 m freestyle relay,400,Male,7,03:54.40,234004,,Final,Edward Pope,Edward_Pope,United States,America,"Friday, March 8, 1940",-,"New Haven, CT, United States"
4 x 100 m freestyle relay,400,Male,7,03:54.40,234004,,Final,Russell Duncan,Russell_Duncan,United States,America,"Friday, March 8, 1940",-,"New Haven, CT, United States"
4 x 100 m freestyle relay,400,Male,7,03:54.40,234004,,Final,Howard Johnson,Howard_Johnson,United States,America,"Friday, March 8, 1940",-,"New Haven, CT, United States"
400 m freestyle,400,Male,17,04:38.50,278005,,Final,Bill Smith,Bill_Smith,United States,America,"Tuesday, May 13, 1941",-,"Honolulu, USA"
4 x 100 m freestyle relay,400,Male,8,03:50.80,230008,,Final,Howard Johnson,Howard_Johnson,United States,America,"Wednesday, March 18, 1942",-,"New Haven, CT, United States"
4 x 100 m freestyle relay,400,Male,8,03:50.80,230008,,Final,Richard Kelly,Richard_Kelly,United States,America,"Wednesday, March 18, 1942",-,"New Haven, CT, United States"
4 x 100 m freestyle relay,400,Male,8,03:50.80,230008,,Final,Edward Pope,Edward_Pope,United States,America,"Wednesday, March 18, 1942",-,"New Haven, CT, United States"
4 x 100 m freestyle relay,400,Male,8,03:50.80,230008,,Final,Frank Lilley,Frank_Lilley,United States,America,"Wednesday, March 18, 1942",-,"New Haven, CT, United States"
400 m freestyle,400,Male,18,04:35.20,275002,,Final,Alex Jany,Alex_Jany,France,Europe,"Friday, September 12, 1947",-,"Monte Carlo, Monaco"
4 x 100 m freestyle relay,400,Male,9,03:48.60,228006,,Final,Alan Ford,Alan_Ford,United States,America,"Tuesday, June 29, 1948",-,"New Haven, CT, United States"
4 x 100 m freestyle relay,400,Male,9,03:48.60,228006,,Final,Edward Hueber,Edward_Hueber,United States,America,"Tuesday, June 29, 1948",-,"New Haven, CT, United States"
4 x 100 m freestyle relay,400,Male,9,03:48.60,228006,,Final,Frank Dooley,Frank_Dooley,United States,America,"Tuesday, June 29, 1948",-,"New Haven, CT, United States"
4 x 100 m freestyle relay,400,Male,9,03:48.60,228006,,Final,Howard Johnson,Howard_Johnson,United States,America,"Tuesday, June 29, 1948",-,"New Haven, CT, United States"
400 m freestyle,400,Male,19,04:34.60,274006,,Final,Hironoshin Furuhashi,Hironoshin_Furuhashi,Japan,Asia,"Sunday, July 24, 1949",-,"Tokyo, Japan"
400 m freestyle,400,Male,20,04:33.30,273003,,Final,Hironoshin Furuhashi,Hironoshin_Furuhashi,Japan,Asia,"Thursday, August 18, 1949",-,"Los Angeles, USA"
400 m freestyle,400,Male,21,04:33.10,273001,,Final,John Marshall,John_Marshall,Australia,Oceania,"Saturday, March 11, 1950",-,"New Haven, USA"
400 m freestyle,400,Male,22,04:29.50,269005,,Final,John Marshall,John_Marshall,Australia,Oceania,"Saturday, April 1, 1950",-,"New Haven, USA"
4 x 100 m freestyle relay,400,Male,10,03:47.90,227009,,Final,Dick Thoman,Dick_Thoman,United States,America,"Monday, March 19, 1951",-,"New Haven, CT, United States"
4 x 100 m freestyle relay,400,Male,10,03:47.90,227009,,Final,Don Sheff,Don_Sheff,United States,America,"Monday, March 19, 1951",-,"New Haven, CT, United States"
4 x 100 m freestyle relay,400,Male,10,03:47.90,227009,,Final,William Farnsworth,William_Farnsworth,United States,America,"Monday, March 19, 1951",-,"New Haven, CT, United States"
4 x 100 m freestyle relay,400,Male,10,03:47.90,227009,,Final,Ray Reid,Ray_Reid,United States,America,"Monday, March 19, 1951",-,"New Haven, CT, United States"
400 m freestyle,400,Male,23,04:26.90,266009,,Final,John Marshall,John_Marshall,Australia,Oceania,"Saturday, March 24, 1951",-,"New Haven, USA"
4 x 100 m medley relay,400,Male,1,04:39.20,279002,,Final,Gustaf Hellsing,Gustaf_Hellsing,Sweden,Europe,"Sunday, February 22, 1953",-,"Helsingborg, Sweden"
4 x 100 m medley relay,400,Male,1,04:39.20,279002,,Final,Lennart Brock,Lennart_Brock,Sweden,Europe,"Sunday, February 22, 1953",-,"Helsingborg, Sweden"
4 x 100 m medley relay,400,Male,1,04:39.20,279002,,Final,Roy Dahl,Roy_Dahl,Sweden,Europe,"Sunday, February 22, 1953",-,"Helsingborg, Sweden"
4 x 100 m medley relay,400,Male,1,04:39.20,279002,,Final,Hakan Westesson,Hakan_Westesson,Sweden,Europe,"Sunday, February 22, 1953",-,"Helsingborg, Sweden"
4 x 100 m medley relay,400,Male,2,04:32.20,272002,,Final,Gilbert Bozon,Gilbert_Bozon,France,Europe,"Sunday, March 22, 1953",-,"Charleroi, Belgium"
4 x 100 m medley relay,400,Male,2,04:32.20,272002,,Final,Pierre Dumesnil,Pierre_Dumesnil,France,Europe,"Sunday, March 22, 1953",-,"Charleroi, Belgium"
4 x 100 m medley relay,400,Male,2,04:32.20,272002,,Final,Maurice Lusien,Maurice_Lusien,France,Europe,"Sunday, March 22, 1953",-,"Charleroi, Belgium"
4 x 100 m medley relay,400,Male,2,04:32.20,272002,,Final,Alex Jany,Alex_Jany,France,Europe,"Sunday, March 22, 1953",-,"Charleroi, Belgium"
4 x 100 m medley relay,400,Male,3,04:31.50,271005,,Final,A. Violas,A._Violas,France,Europe,"Wednesday, April 1, 1953",-,"Troyes, France"
4 x 100 m medley relay,400,Male,3,04:31.50,271005,,Final,Pierre Dumesnil,Pierre_Dumesnil,France,Europe,"Wednesday, April 1, 1953",-,"Troyes, France"
4 x 100 m medley relay,400,Male,3,04:31.50,271005,,Final,Julian Arene,Julian_Arene,France,Europe,"Wednesday, April 1, 1953",-,"Troyes, France"
4 x 100 m medley relay,400,Male,3,04:31.50,271005,,Final,Aldo Eminente,Aldo_Eminente,France,Europe,"Wednesday, April 1, 1953",-,"Troyes, France"
4 x 100 m medley relay,400,Male,4,04:30.80,270008,,Final,Gustaf Hellsing,Gustaf_Hellsing,Sweden,Europe,"Friday, April 17, 1953",-,"Lund, Sweden"
4 x 100 m medley relay,400,Male,4,04:30.80,270008,,Final,Lennart Brock,Lennart_Brock,Sweden,Europe,"Friday, April 17, 1953",-,"Lund, Sweden"
4 x 100 m medley relay,400,Male,4,04:30.80,270008,,Final,Göran Larsson,Göran_Larsson,Sweden,Europe,"Friday, April 17, 1953",-,"Lund, Sweden"
4 x 100 m medley relay,400,Male,4,04:30.80,270008,,Final,Per-Olof Östrand,Per-Olof_Östrand,Sweden,Europe,"Friday, April 17, 1953",-,"Lund, Sweden"
4 x 100 m medley relay,400,Male,5,04:27.80,267008,,Final,Gustaf Hellsing,Gustaf_Hellsing,Sweden,Europe,"Friday, April 24, 1953",-,"BorÃÂ¥s, Sweden"
4 x 100 m medley relay,400,Male,5,04:27.80,267008,,Final,Lennart Brock,Lennart_Brock,Sweden,Europe,"Friday, April 24, 1953",-,"BorÃÂ¥s, Sweden"
4 x 100 m medley relay,400,Male,5,04:27.80,267008,,Final,Göran Larsson,Göran_Larsson,Sweden,Europe,"Friday, April 24, 1953",-,"BorÃÂ¥s, Sweden"
4 x 100 m medley relay,400,Male,5,04:27.80,267008,,Final,Per-Olof Östrand,Per-Olof_Östrand,Sweden,Europe,"Friday, April 24, 1953",-,"BorÃÂ¥s, Sweden"
4 x 100 m medley relay,400,Male,6,04:24.80,264008,,Final,Viktor Lopatin,Viktor_Lopatin,Soviet Union,Europe,"Wednesday, May 13, 1953",-,"Moscow, Soviet Union"
4 x 100 m medley relay,400,Male,6,04:24.80,264008,,Final,Vladimir Minashkin,Vladimir_Minashkin,Soviet Union,Europe,"Wednesday, May 13, 1953",-,"Moscow, Soviet Union"
4 x 100 m medley relay,400,Male,6,04:24.80,264008,,Final,Pyotr Skripchenkov,Pyotr_Skripchenkov,Soviet Union,Europe,"Wednesday, May 13, 1953",-,"Moscow, Soviet Union"
4 x 100 m medley relay,400,Male,6,04:24.80,264008,,Final,Lev Balandin,Lev_Balandin,Soviet Union,Europe,"Wednesday, May 13, 1953",-,"Moscow, Soviet Union"
4 x 100 m medley relay,400,Male,7,04:21.30,261003,,Final,Viktor Solovyov,Viktor_Solovyov,Soviet Union,Europe,"Tuesday, January 26, 1954",-,"Moscow, Soviet Union"
4 x 100 m medley relay,400,Male,7,04:21.30,261003,,Final,Vladimir Minashkin,Vladimir_Minashkin,Soviet Union,Europe,"Tuesday, January 26, 1954",-,"Moscow, Soviet Union"
4 x 100 m medley relay,400,Male,7,04:21.30,261003,,Final,Pyotr Skripchenkov,Pyotr_Skripchenkov,Soviet Union,Europe,"Tuesday, January 26, 1954",-,"Moscow, Soviet Union"
4 x 100 m medley relay,400,Male,7,04:21.30,261003,,Final,Lev Balandin,Lev_Balandin,Soviet Union,Europe,"Tuesday, January 26, 1954",-,"Moscow, Soviet Union"
4 x 100 m medley relay,400,Male,8,04:19.00,259000,,Final,Viktor Solovyov,Viktor_Solovyov,Soviet Union,Europe,"Wednesday, February 24, 1954",-,"Stockholm, Sweden"
4 x 100 m medley relay,400,Male,8,04:19.00,259000,,Final,Vladimir Minashkin,Vladimir_Minashkin,Soviet Union,Europe,"Wednesday, February 24, 1954",-,"Stockholm, Sweden"
4 x 100 m medley relay,400,Male,8,04:19.00,259000,,Final,Pyotr Skripchenkov,Pyotr_Skripchenkov,Soviet Union,Europe,"Wednesday, February 24, 1954",-,"Stockholm, Sweden"
4 x 100 m medley relay,400,Male,8,04:19.00,259000,,Final,Lev Balandin,Lev_Balandin,Soviet Union,Europe,"Wednesday, February 24, 1954",-,"Stockholm, Sweden"
4 x 100 m medley relay,400,Male,9,04:14.80,254008,,Final,Vladimir Minashkin,Vladimir_Minashkin,Soviet Union,Europe,"Wednesday, February 24, 1954",-,"Stockholm, Sweden"
4 x 100 m medley relay,400,Male,9,04:14.80,254008,,Final,Vladimir Strushanov,Vladimir_Strushanov,Soviet Union,Europe,"Wednesday, February 24, 1954",-,"Stockholm, Sweden"
4 x 100 m medley relay,400,Male,9,04:14.80,254008,,Final,Lev Balandin,Lev_Balandin,Soviet Union,Europe,"Wednesday, February 24, 1954",-,"Stockholm, Sweden"
400 m freestyle,400,Male,24,04:26.70,266007,,Final,Ford Konno,Ford_Konno,United States,America,"Saturday, April 3, 1954",-,"New Haven, USA"
4 x 100 m freestyle relay,400,Male,11,03:46.80,226008,,Final,Hiroshi Suzuki,Hiroshi_Suzuki,Japan,Asia,"Saturday, August 6, 1955",-,"Tokyo, Japan"
4 x 100 m freestyle relay,400,Male,11,03:46.80,226008,,Final,Atsushi Tani,Atsushi_Tani,Japan,Asia,"Saturday, August 6, 1955",-,"Tokyo, Japan"
4 x 100 m freestyle relay,400,Male,11,03:46.80,226008,,Final,Toru Goto,Toru_Goto,Japan,Asia,"Saturday, August 6, 1955",-,"Tokyo, Japan"
4 x 100 m freestyle relay,400,Male,11,03:46.80,226008,,Final,Manabu Koga,Manabu_Koga,Japan,Asia,"Saturday, August 6, 1955",-,"Tokyo, Japan"
4 x 100 m medley relay,400,Male,9,04:14.80,254008,,Final,G. Kuvaldin,G._Kuvaldin,Soviet Union,Europe,"Tuesday, August 14, 1956",Olympic Trials,"Moscow, Soviet Union"
